transaction_id,user_id,timestamp,category,merchant,amount,payment_mode,note,reckless
TXN01198,U067,2025-06-23 20:07:31,Bills,"Spencer, Caldwell and Brown",982.78,Card,Casual Entertainment expense,1
TXN01199,U081,2025-08-17 19:12:35,Entertainment,"Sanders, Martinez and Swanson",706.46,UPI,Gifted shoes to friend,0
TXN01200,U080,2025-01-24 17:24:28,Entertainment,Woods-Stevens,298.21,UPI,Casual Entertainment expense,0
TXN01201,U097,2025-09-19 04:46:49,Travel,Smith-Mitchell,196.88,UPI,Invested in movie ticket,0
TXN01202,U022,2025-04-24 22:02:20,Entertainment,Frank and Sons,811.17,UPI,Splurged on H&M,0
TXN01203,U077,2025-01-10 20:51:42,Shopping,Hardy Inc,832.1,UPI,Bought coffee with friends,0
TXN01204,U003,2025-03-07 22:15:51,Food,"Barton, Hale and Stevens",310.11,Card,Binge spending on Travel,1
TXN01205,U053,2025-06-10 00:23:22,Shopping,"Rodriguez, Lee and Curtis",565.16,Card,Gifted shirt to friend,0
TXN01206,U056,2025-04-29 19:41:51,Shopping,Wagner PLC,100.68,Card,Monthly spend on Medical,1
TXN01207,U024,2025-06-20 17:54:36,Shopping,"Harris, Walker and Cooper",661.16,UPI,Random snacks buy,1
TXN01208,U008,2025-02-12 04:30:19,Bills,Ryan Ltd,314.96,Card,Casual Bills expense,0
TXN01209,U039,2025-06-21 08:28:01,Bills,Hall-Nguyen,826.01,UPI,Regular pizza purchase,0
TXN01210,U059,2025-07-15 03:56:46,Food,Russo PLC,1219.72,Card,Emotional purchase: snacks,0
TXN01211,U040,2025-10-07 03:39:38,Travel,Pierce LLC,1090.19,UPI,Planned buy: gym membership,0
TXN01212,U097,2025-02-24 20:35:59,Entertainment,"Miller, Drake and Martinez",908.47,Card,Paid Shopping bill,1
TXN01213,U007,2025-05-18 07:51:23,Food,Johnson LLC,1517.8,Card,Emotional purchase: subscription,0
TXN01214,U031,2025-09-23 08:27:34,Shopping,"Smith, Robinson and Evans",578.65,Card,Spent on Entertainment weekend outing,0
TXN01215,U039,2025-07-29 20:12:02,Food,Keith-Maldonado,567.6,UPI,Purchased tablet for daily use,0
TXN01216,U016,2025-05-17 19:12:57,Food,"Schneider, Haynes and Davis",452.81,UPI,Monthly spend on Medical,1
TXN01217,U031,2025-01-06 18:36:24,Food,Chen-Jackson,1387.49,UPI,Purchased earphones for daily use,0
TXN01218,U020,2025-09-06 01:23:31,Food,"Moore, Morris and Mckay",852.2,UPI,Gifted gym membership to friend,0
TXN01219,U048,2025-07-06 21:44:37,Food,"Martin, Peterson and Woodward",1503.7,Card,Late-night pasta order,1
TXN01220,U068,2025-03-30 23:19:25,Bills,Campbell-Williams,427.78,Card,Overordered coffee,0
TXN01221,U045,2025-01-31 23:53:45,Travel,"Clarke, Paul and Johnson",842.99,UPI,Planned buy: shirt,0
TXN01222,U002,2025-07-20 18:18:29,Travel,"Black, Gonzales and Rivera",844.35,UPI,Overordered coffee,0
TXN01223,U006,2025-09-07 01:21:09,Travel,"Munoz, Schaefer and Jimenez",810.56,Card,Bought insurance for headphones,0
TXN01224,U027,2025-07-10 03:13:12,Travel,Cardenas-Hawkins,817.83,UPI,Planned buy: headphones,0
TXN01225,U023,2025-08-26 17:54:28,Bills,"Brooks, Turner and Conway",277.58,UPI,Bought insurance for shirt,0
TXN01226,U096,2025-06-23 21:09:21,Travel,Gilbert-Ray,1454.65,UPI,Overordered biryani,0
TXN01227,U022,2025-08-29 21:32:01,Shopping,"Mcdonald, Wu and Walls",740.56,Card,Emotional purchase: shoes,0
TXN01228,U060,2025-06-30 21:54:57,Entertainment,Garcia Inc,636.49,Card,Splurged on Amazon,0
TXN01229,U064,2025-08-04 12:20:04,Medical,Sharp LLC,260.81,UPI,Extra subscription to Netflix,1
TXN01230,U002,2025-10-02 23:46:26,Shopping,Frazier-Fisher,1817.95,UPI,Bought extra Shopping,0
TXN01231,U073,2025-10-16 07:55:33,Medical,Hernandez Ltd,1251.11,UPI,Purchased movie ticket for daily use,1
TXN01232,U002,2025-11-04 18:17:06,Food,Olson LLC,683.75,Card,Splurged on Dominos,0
TXN01233,U086,2025-09-16 13:20:35,Entertainment,Villanueva Inc,548.33,UPI,Spent on Travel weekend outing,0
TXN01234,U035,2025-09-12 03:19:45,Entertainment,Brown-Jones,291.7,Card,Paid Food bill,0
TXN01235,U080,2025-06-03 16:59:50,Bills,Vasquez and Sons,337.87,UPI,Spent on Travel weekend outing,1
TXN01236,U039,2025-08-28 05:14:14,Entertainment,Mccarthy-Ritter,136.94,UPI,Monthly spend on Bills,0
TXN01237,U069,2025-05-24 23:03:20,Medical,"Morton, Perkins and Rosario",370.09,UPI,Spent on Shopping weekend outing,1
TXN01238,U011,2025-02-21 19:48:15,Bills,Ward-Torres,874.5,UPI,Emotional purchase: snacks,0
TXN01239,U047,2025-09-16 13:17:01,Travel,Yu-Stuart,988.03,UPI,Saved money by avoiding Travel,0
TXN01240,U074,2025-01-15 04:16:15,Medical,Anderson-Smith,511.32,UPI,Bought insurance for shoes,0
TXN01241,U012,2025-03-01 14:28:42,Bills,"Martin, Hendrix and Lee",1202.69,UPI,Bought biryani with friends,0
TXN01242,U030,2025-10-12 10:24:49,Shopping,Hensley-Reynolds,153.22,UPI,Extra subscription to Netflix,1
TXN01243,U087,2025-03-11 00:07:19,Medical,Young Inc,812.8,Card,Recharged utility Zomato Gold,0
TXN01244,U012,2025-04-26 01:30:55,Travel,Avila-Scott,906.46,UPI,Regular tablet purchase,0
TXN01245,U095,2025-10-26 15:19:46,Shopping,Campos LLC,177.96,UPI,Drunk ordered earphones,1
TXN01246,U017,2025-06-30 07:53:07,Bills,Spencer PLC,1375.3,UPI,Binge spending on Medical,1
TXN01247,U049,2025-06-03 16:27:01,Entertainment,Castro PLC,1810.54,UPI,Drunk ordered movie ticket,1
TXN01248,U016,2025-01-19 05:45:42,Shopping,Brown-Ellis,1389.98,UPI,Casual Travel expense,0
TXN01249,U014,2025-10-05 14:22:42,Bills,Galvan PLC,1170.29,UPI,Regular snacks purchase,0
TXN01250,U035,2025-10-15 08:44:40,Travel,"Whitehead, Mullins and Baker",349.26,Card,Household necessity: tablet,0
TXN01251,U099,2025-10-11 04:43:21,Food,Benson LLC,765.36,Card,Essential Medical payment,0
TXN01252,U066,2025-06-20 23:00:37,Shopping,"Cohen, Green and Smith",931.65,UPI,Emotional purchase: subscription,0
TXN01253,U067,2025-03-04 15:47:36,Travel,Franklin-Hurley,680.18,Card,Spent on Bills weekend outing,0
TXN01254,U098,2025-02-21 09:42:10,Shopping,Maldonado-Jacobson,662.56,UPI,Bought coffee with friends,0
TXN01255,U060,2025-05-21 05:28:53,Food,Reynolds-Leonard,1959.48,UPI,Shopping spree for groceries,1
TXN01256,U075,2025-05-13 23:53:35,Travel,Miller LLC,1208.37,UPI,Extra subscription to Netflix,1
TXN01257,U033,2025-06-29 18:31:44,Food,"Clark, Hansen and Ochoa",126.75,Card,Spent on Bills weekend outing,0
TXN01258,U048,2025-04-08 19:13:45,Shopping,Wells-Murillo,772.07,Card,Drunk ordered groceries,0
TXN01259,U076,2025-01-29 10:48:22,Medical,Walton-Johnson,1707.22,Card,Binge spending on Medical,1
TXN01260,U059,2025-04-06 15:02:35,Shopping,Jacobs-Thompson,247.4,UPI,Extra subscription to Prime Video,0
TXN01261,U036,2025-04-12 06:37:38,Travel,Levy-Torres,1050.72,UPI,Emotional purchase: groceries,1
TXN01262,U026,2025-04-02 14:48:26,Medical,Schneider-Valenzuela,525.68,Card,Splurged on Swiggy,0
TXN01263,U093,2025-01-24 06:46:18,Travel,Curtis-Oneal,1386.01,UPI,Spent on Entertainment weekend outing,0
TXN01264,U028,2025-06-07 11:22:41,Entertainment,Miller-Hammond,912.08,UPI,Bought extra Food,0
TXN01265,U095,2025-10-24 03:54:43,Food,"Alvarado, Hardy and Garcia",1281.2,UPI,Random tablet buy,0
TXN01266,U060,2025-06-21 11:27:19,Food,Anderson Group,184.96,Card,Couldn't resist earphones,1
TXN01267,U082,2025-09-08 16:42:31,Entertainment,"Blackwell, Webb and Johnson",129.99,Card,Spent on Medical weekend outing,0
TXN01268,U023,2025-08-27 17:17:25,Travel,"Martinez, Davis and Garcia",240.77,Card,Medical movie ticket expense,0
TXN01269,U096,2025-08-26 01:46:37,Food,Hall-Ruiz,811.87,Card,Bought earphones on impulse,1
TXN01270,U096,2025-03-25 00:28:53,Shopping,Mathis-Robinson,1101.25,UPI,Bought extra Travel,1
TXN01271,U072,2025-08-04 10:00:16,Food,Martin LLC,201.28,UPI,Casual Travel expense,1
TXN01272,U019,2025-08-08 00:18:07,Entertainment,Collier LLC,192.96,UPI,Paid monthly rent,0
TXN01273,U018,2025-05-07 22:09:56,Shopping,Baker-Chen,1092.35,UPI,Regular subscription purchase,0
TXN01274,U057,2025-04-22 02:48:46,Medical,"Smith, Gutierrez and Harris",177.47,Card,Paid monthly rent,0
TXN01275,U033,2025-04-26 15:27:59,Shopping,Johnson-Adams,496.69,Card,Gifted shoes to friend,0
TXN01276,U070,2025-05-11 20:54:10,Medical,Olson Group,392.42,Card,Paid monthly rent,0
TXN01277,U036,2025-02-25 04:19:38,Shopping,Bentley-Simmons,431.11,UPI,Binge spending on Travel,1
TXN01278,U076,2025-07-04 20:12:31,Entertainment,Townsend-Miller,1924.07,UPI,Couldn't resist pizza,0
TXN01279,U066,2025-05-13 18:30:53,Travel,Harris Group,1691.58,UPI,Extra subscription to Hotstar,1
TXN01280,U070,2025-08-01 05:21:43,Bills,Gomez-Miller,141.87,Card,Essential Bills payment,0
TXN01281,U089,2025-03-21 01:59:35,Medical,Edwards Inc,400.26,Card,Gifted tablet to friend,1
TXN01282,U026,2025-03-05 22:50:02,Medical,Pham-Conner,555.51,Card,Drunk ordered earphones,1
TXN01283,U074,2025-05-31 04:17:56,Shopping,"Park, Thomas and Lee",886.81,Card,Bought insurance for tablet,0
TXN01284,U040,2025-07-26 13:34:56,Food,Rodriguez Group,843.61,Card,Monthly spend on Bills,0
TXN01285,U033,2025-03-27 12:39:13,Entertainment,Bauer-Cervantes,1372.37,UPI,Purchased shoes for daily use,1
TXN01286,U062,2025-04-13 23:08:55,Entertainment,"Gonzalez, Williams and Sanders",1102.35,UPI,Bought sandwich with friends,0
TXN01287,U081,2025-10-13 09:20:24,Food,Ayala and Sons,809.67,Card,Bought sandwich with friends,1
TXN01288,U045,2025-05-13 02:45:51,Travel,Zuniga LLC,838.9,UPI,Casual Bills expense,1
TXN01289,U078,2025-01-25 10:26:38,Travel,"Washington, Palmer and Hood",1306.14,UPI,Bought earphones on impulse,1
TXN01290,U025,2025-08-04 16:01:24,Travel,Knight PLC,793.51,Card,Drunk ordered shoes,1
TXN01291,U075,2025-01-03 09:08:21,Entertainment,"Perry, Coleman and Hill",1333.26,UPI,Splurged on Amazon,0
TXN01292,U086,2025-10-26 05:12:27,Shopping,Jensen Group,176.01,UPI,Gifted tablet to friend,0
TXN01293,U035,2025-04-28 19:18:57,Bills,Lane LLC,98.37,Card,Recharged utility Spotify,0
TXN01294,U053,2025-09-23 06:08:57,Food,White PLC,1188.74,Card,Casual Travel expense,0
TXN01295,U078,2025-09-06 11:41:28,Entertainment,Maynard LLC,654.95,UPI,Bought gym membership on impulse,1
TXN01296,U094,2025-05-17 01:44:26,Food,Wu Inc,480.3,UPI,Planned buy: pizza,0
TXN01297,U085,2025-07-07 20:44:31,Shopping,Avery Inc,929.01,UPI,Shopping spree for tablet,1
TXN01298,U009,2025-05-05 22:39:58,Shopping,"Keller, Anderson and Espinoza",241.73,Card,Spent on Shopping weekend outing,0
TXN01299,U020,2025-04-10 15:55:39,Food,Watson and Sons,1134.91,Card,Spent on Shopping weekend outing,0
TXN01300,U085,2025-05-27 09:35:18,Food,"Beck, Aguilar and Cohen",1968.13,UPI,Bought shirt on impulse,1
TXN01301,U084,2025-01-31 18:13:56,Bills,"Brewer, Lopez and Morris",1386.63,Card,Casual Shopping expense,0
TXN01302,U024,2025-08-09 19:30:35,Shopping,Conway Group,1893.84,UPI,Overordered sandwich,0
TXN01303,U096,2025-08-27 07:00:08,Entertainment,"Allen, Cameron and Chen",1990.89,Card,Overordered ice cream,1
TXN01304,U091,2025-02-24 09:16:44,Entertainment,"Davis, Marsh and James",810.03,Card,Bought ice cream with friends,0
TXN01305,U046,2025-02-26 12:03:09,Shopping,Campbell LLC,1043.45,UPI,Splurged on Zara,1
TXN01306,U059,2025-09-22 03:38:25,Shopping,Swanson Ltd,1748.35,UPI,Bought extra Shopping,0
TXN01307,U090,2025-03-25 06:04:30,Shopping,"Stephens, Soto and Wells",475.79,Card,Gifted shirt to friend,0
TXN01308,U048,2025-01-31 12:40:38,Food,Black-Conley,1313.92,UPI,Overordered sandwich,0
TXN01309,U037,2025-01-27 02:54:04,Bills,"Vaughn, Stewart and Anderson",191.14,UPI,Saved money by avoiding Bills,0
TXN01310,U043,2025-10-16 22:15:21,Bills,Simpson Group,952.54,Card,Recharged utility Netflix,0
TXN01311,U063,2025-03-31 10:50:05,Bills,Ellison-Lynn,921.43,UPI,Paid Entertainment bill,0
TXN01312,U002,2025-06-03 00:38:41,Food,Scott Group,834.36,UPI,Shopping spree for gym membership,0
TXN01313,U058,2025-02-14 14:32:05,Shopping,Zhang and Sons,1246.17,UPI,Monthly spend on Travel,0
TXN01314,U056,2025-07-04 08:05:46,Entertainment,Osborn PLC,1292.23,UPI,Casual Entertainment expense,0
TXN01315,U084,2025-08-21 10:13:31,Entertainment,"Rich, Shaffer and Christian",295.55,Card,Casual Shopping expense,0
TXN01316,U024,2025-06-28 01:40:12,Travel,"Carter, Sherman and Jenkins",857.11,Card,Splurged on Dominos,0
TXN01317,U098,2025-01-06 23:59:28,Food,West-Howell,1271.83,UPI,Purchased groceries for daily use,1
TXN01318,U046,2025-08-09 22:17:39,Shopping,Morris-Warren,737.59,Card,Bought movie ticket on impulse,0
TXN01319,U022,2025-06-01 22:23:32,Shopping,Spencer Inc,1595.25,UPI,Binge spending on Entertainment,1
TXN01320,U026,2025-09-16 22:20:38,Entertainment,Johnston and Sons,1278.59,Card,Couldn't resist subscription,1
TXN01321,U017,2025-05-02 08:44:45,Food,Wolfe LLC,255.73,UPI,Splurged on Swiggy,1
TXN01322,U084,2025-07-02 11:11:41,Food,"Morgan, Lara and Roth",1499.32,UPI,Casual Medical expense,0
TXN01323,U024,2025-01-19 07:41:15,Shopping,Johnson Inc,239.64,UPI,Couldn't resist subscription,1
TXN01324,U034,2025-02-08 22:09:59,Medical,"Allen, Watson and Wells",821.05,UPI,Splurged on Nike,1
TXN01325,U085,2025-05-20 10:43:27,Shopping,"Cardenas, Sawyer and Lawrence",357.6,UPI,Binge spending on Travel,1
TXN01326,U006,2025-01-07 06:27:00,Bills,Hale-Ramos,918.36,Card,Paid Bills bill,0
TXN01327,U083,2025-06-04 11:04:18,Entertainment,"Dalton, Martin and Moses",1469.89,Card,Binge spending on Entertainment,0
TXN01328,U065,2025-01-25 07:31:42,Medical,"Chapman, Vaughn and Morgan",831.82,UPI,Essential Medical payment,0
TXN01329,U021,2025-10-17 13:40:57,Bills,Martinez LLC,332.81,UPI,Invested in tablet,0
TXN01330,U052,2025-06-28 01:01:25,Travel,Fletcher Inc,747.83,Card,Random earphones buy,1
TXN01331,U034,2025-01-03 00:44:05,Food,Crawford PLC,344.11,Card,Extra subscription to Spotify,0
TXN01332,U044,2025-03-26 09:30:33,Bills,"Clements, Terry and Smith",244.69,UPI,Essential Food payment,1
TXN01333,U020,2025-04-20 20:25:05,Travel,Robles-Gallegos,753.67,Card,Casual Travel expense,0
TXN01334,U086,2025-11-04 18:54:45,Medical,Haney Ltd,178.76,Card,Monthly spend on Medical,0
TXN01335,U060,2025-08-30 03:24:38,Food,Perry-Poole,1959.38,Card,Drunk ordered snacks,1
TXN01336,U038,2025-03-19 00:09:08,Shopping,Turner-Phillips,854.5,UPI,Overordered sandwich,0
TXN01337,U049,2025-01-18 17:17:40,Shopping,"Gonzalez, Campbell and Dorsey",553.23,Card,Drunk ordered subscription,0
TXN01338,U084,2025-01-26 08:36:43,Food,Johnson-King,1111.23,UPI,Casual Shopping expense,0
TXN01339,U011,2025-01-29 02:29:40,Shopping,Jacobs-Carroll,608.64,Card,Binge spending on Shopping,1
TXN01340,U075,2025-08-23 20:55:57,Food,Irwin-Lopez,173.96,UPI,Couldn't resist subscription,1
TXN01341,U039,2025-01-15 04:12:15,Entertainment,"Brown, Carlson and Parrish",1183.01,Card,Purchased gym membership for daily use,0
TXN01342,U044,2025-01-20 00:39:02,Medical,Gomez PLC,523.3,Card,Medical shirt expense,0
TXN01343,U083,2025-09-03 02:58:50,Food,"Davis, Sanchez and Tate",507.4,Card,Emotional purchase: subscription,0
TXN01344,U051,2025-06-28 11:08:41,Entertainment,Jackson-Cooper,1600.07,UPI,Random pizza buy,1
TXN01345,U046,2025-09-16 02:06:03,Shopping,Lara Group,289.25,UPI,Bought shoes on impulse,1
TXN01346,U059,2025-06-18 01:45:06,Food,James LLC,320.36,Card,Emotional purchase: headphones,0
TXN01347,U054,2025-10-03 09:09:03,Shopping,Green Group,1268.82,UPI,Late-night biryani order,1
TXN01348,U027,2025-05-05 07:09:58,Shopping,"Hernandez, Henry and Pope",1140.59,Card,Casual Food expense,0
TXN01349,U050,2025-10-27 22:17:50,Travel,Thompson-Nelson,996.65,Card,Monthly spend on Bills,1
TXN01350,U002,2025-03-16 09:40:04,Food,Garcia-Cummings,354.69,Card,Splurged on H&M,0
TXN01351,U057,2025-07-06 12:45:33,Travel,Bell PLC,757.0,Card,Paid Travel bill,0
TXN01352,U015,2025-01-07 21:35:20,Shopping,Luna Ltd,1894.5,Card,Overordered pasta,1
TXN01353,U093,2025-06-22 14:41:26,Travel,Marsh-Morris,993.98,UPI,Casual Bills expense,0
TXN01354,U005,2025-07-03 18:00:54,Entertainment,Mills Group,1489.25,UPI,Drunk ordered gym membership,1
TXN01355,U089,2025-01-07 01:25:17,Entertainment,Douglas-Jones,834.85,Card,Gifted movie ticket to friend,1
TXN01356,U081,2025-04-25 02:47:20,Travel,Hernandez PLC,334.81,Card,Bought ice cream with friends,1
TXN01357,U015,2025-07-31 10:12:01,Food,Melton-Gregory,1461.68,Card,Binge spending on Bills,1
TXN01358,U063,2025-09-13 14:36:12,Food,Holt Group,651.86,UPI,Medical snacks expense,0
TXN01359,U049,2025-11-06 10:46:24,Travel,Carroll LLC,1498.31,Card,Bought movie ticket on impulse,1
TXN01360,U098,2025-03-02 21:10:44,Food,Hudson-Parker,852.87,UPI,Purchased tablet for daily use,0
TXN01361,U092,2025-10-13 13:22:55,Entertainment,Perez-Weaver,1706.84,Card,Shopping spree for groceries,1
TXN01362,U037,2025-10-02 14:58:25,Medical,Lopez-Holt,261.41,Card,Invested in tablet,1
TXN01363,U096,2025-10-04 01:28:46,Food,Castro-Price,352.72,Card,Bought extra Medical,1
TXN01364,U066,2025-05-20 22:34:28,Entertainment,"Garcia, Johnson and Cooper",986.92,UPI,Extra subscription to Netflix,1
TXN01365,U070,2025-02-05 03:48:30,Bills,Chambers-Levy,501.96,UPI,Paid monthly rent,0
TXN01366,U024,2025-05-05 19:42:39,Shopping,"Miller, Patel and Rios",1542.38,UPI,Binge spending on Bills,0
TXN01367,U052,2025-08-31 03:37:39,Food,Pearson and Sons,903.74,UPI,Overordered pasta,0
TXN01368,U091,2025-06-29 16:25:02,Bills,Kim Ltd,346.13,UPI,Bought pasta with friends,1
TXN01369,U003,2025-05-06 11:37:30,Food,Lopez Ltd,774.69,UPI,Bought groceries on impulse,1
TXN01370,U053,2025-01-15 05:32:09,Medical,Lee-Fisher,410.39,Card,Spent on Entertainment weekend outing,0
TXN01371,U075,2025-07-16 05:26:31,Food,Riddle-Grant,1006.81,Card,Drunk ordered subscription,1
TXN01372,U020,2025-08-23 22:30:06,Food,Garcia PLC,395.03,Card,Planned buy: pizza,1
TXN01373,U045,2025-02-02 17:10:00,Medical,Thomas and Sons,1499.81,UPI,Spent on Food weekend outing,0
TXN01374,U081,2025-06-17 16:41:40,Bills,Campbell-Potter,507.64,UPI,Casual Shopping expense,0
TXN01375,U064,2025-05-15 01:10:49,Food,Clark Group,173.48,Card,Couldn't resist shoes,1
TXN01376,U081,2025-05-30 02:00:17,Shopping,"Hardin, Green and Ferguson",421.59,Card,Bought burger with friends,0
TXN01377,U008,2025-05-30 06:13:08,Travel,Lee Inc,877.12,Card,Casual Shopping expense,0
TXN01378,U067,2025-10-14 18:24:48,Shopping,Hansen-Robertson,639.23,Card,Regular gym membership purchase,0
TXN01379,U060,2025-03-13 00:40:35,Food,Parks Ltd,1222.51,Card,Bought extra Medical,0
TXN01380,U039,2025-10-03 13:34:56,Shopping,"Hawkins, Carpenter and Coleman",1212.58,UPI,Monthly spend on Medical,0
TXN01381,U052,2025-08-14 15:46:31,Entertainment,White Ltd,226.52,Card,Overordered sandwich,1
TXN01382,U046,2025-03-31 04:09:52,Shopping,"Lewis, Le and Smith",1025.72,Card,Bought pizza on impulse,1
TXN01383,U098,2025-01-31 17:56:04,Entertainment,"Alvarado, Martinez and Morton",535.63,UPI,Bought pasta with friends,0
TXN01384,U092,2025-05-09 19:48:28,Entertainment,"Garcia, Skinner and Bell",998.0,UPI,Couldn't resist gym membership,0
TXN01385,U027,2025-10-21 14:44:34,Entertainment,Poole-Moore,485.82,Card,Planned buy: snacks,0
TXN01386,U067,2025-05-02 12:59:51,Bills,Jackson Inc,409.48,UPI,Regular gym membership purchase,0
TXN01387,U088,2025-05-01 15:52:09,Food,Ross Group,897.32,UPI,Monthly spend on Medical,1
TXN01388,U049,2025-02-02 10:20:11,Food,"Mills, Meyer and White",504.76,UPI,Bought earphones on impulse,0
TXN01389,U087,2025-07-30 06:17:35,Bills,Jacobson-Salas,435.93,Card,Paid Travel bill,0
TXN01390,U013,2025-01-29 05:35:03,Entertainment,Wall-Petty,727.66,UPI,Gifted pizza to friend,0
TXN01391,U025,2025-10-09 22:20:41,Food,Baker LLC,1392.6,Card,Couldn't resist groceries,1
TXN01392,U077,2025-02-24 23:02:09,Food,Hoffman-Walsh,1343.09,UPI,Spent on Travel weekend outing,1
TXN01393,U058,2025-07-21 20:41:19,Entertainment,"Ward, Simon and Patton",173.19,UPI,Purchased shoes for daily use,0
TXN01394,U089,2025-04-21 15:03:06,Travel,Ritter Inc,1307.39,UPI,Monthly spend on Food,0
TXN01395,U018,2025-03-18 05:00:08,Bills,Melendez-Jones,1474.05,Card,Monthly spend on Entertainment,0
TXN01396,U042,2025-09-10 06:19:13,Shopping,Kennedy-Clements,1142.0,Card,Couldn't resist earphones,1
TXN01397,U011,2025-09-10 02:17:12,Food,Hughes-Smith,1954.85,Card,Couldn't resist headphones,0
TXN01398,U066,2025-01-17 22:29:51,Entertainment,Ramirez-Davidson,1911.13,Card,Random shirt buy,1
TXN01399,U066,2025-01-15 02:52:06,Travel,"Chen, Larsen and Vargas",1838.52,Card,Shopping spree for shoes,0
TXN01400,U058,2025-02-06 21:16:18,Medical,Bates-Lopez,1128.22,Card,Gifted tablet to friend,0
TXN01401,U080,2025-02-10 13:33:26,Medical,Smith-James,926.62,UPI,Casual Entertainment expense,0
TXN01402,U050,2025-02-17 23:05:43,Shopping,Shepard Inc,226.34,Card,Purchased subscription for daily use,1
TXN01403,U099,2025-10-03 07:38:15,Food,Peck Group,856.66,UPI,Household necessity: gym membership,0
TXN01404,U056,2025-04-07 11:04:55,Bills,Wilkerson-Elliott,1154.58,UPI,Planned buy: movie ticket,1
TXN01405,U075,2025-07-18 03:26:51,Shopping,Conner-Mendez,412.6,Card,Bought extra Entertainment,1
TXN01406,U085,2025-06-23 08:17:42,Food,Fitzgerald-Howard,944.22,UPI,Late-night burger order,0
TXN01407,U066,2025-06-21 12:51:24,Entertainment,Weaver LLC,290.38,Card,Binge spending on Entertainment,1
TXN01408,U054,2025-05-03 07:19:31,Shopping,"Kelly, Murray and Woodward",927.78,UPI,Binge spending on Shopping,1
TXN01409,U016,2025-10-26 17:43:16,Medical,Bishop-Manning,111.49,Card,Monthly spend on Shopping,1
TXN01410,U070,2025-08-15 21:43:02,Bills,May Inc,200.53,Card,Household necessity: earphones,0
TXN01411,U017,2025-04-27 14:25:58,Entertainment,Morris Ltd,1049.56,UPI,Extra subscription to Zomato Gold,1
TXN01412,U011,2025-06-27 22:34:52,Travel,Mckinney-Phillips,1141.74,UPI,Late-night sandwich order,1
TXN01413,U002,2025-05-21 07:18:34,Shopping,Ochoa Inc,713.18,Card,Drunk ordered subscription,1
TXN01414,U093,2025-07-24 12:53:14,Entertainment,Miller and Sons,1325.57,UPI,Regular snacks purchase,0
TXN01415,U085,2025-10-30 22:31:21,Medical,"Weber, Salazar and Nelson",251.36,Card,Drunk ordered shirt,0
TXN01416,U005,2025-09-20 16:38:43,Food,Trujillo Inc,1022.17,UPI,Random pizza buy,1
TXN01417,U089,2025-01-15 18:06:10,Medical,Brown-Patrick,405.8,Card,Spent on Travel weekend outing,0
TXN01418,U093,2025-11-10 08:50:36,Entertainment,"Dillon, Martin and Rice",1225.41,Card,Planned buy: subscription,1
TXN01419,U005,2025-10-20 07:25:23,Entertainment,Allison-Macias,1688.95,UPI,Overordered biryani,1
TXN01420,U050,2025-05-04 00:10:22,Food,Freeman Group,493.51,UPI,Casual Travel expense,0
TXN01421,U024,2025-07-13 02:10:01,Bills,"Leon, Mays and Davis",535.29,Card,Splurged on Swiggy,0
TXN01422,U043,2025-05-26 16:45:57,Medical,Diaz LLC,398.8,UPI,Recharged utility Spotify,0
TXN01423,U034,2025-01-07 07:48:04,Bills,"Bartlett, Evans and Simpson",854.89,UPI,Bought extra Entertainment,1
TXN01424,U079,2025-04-23 13:02:25,Medical,Knox-Thompson,298.67,Card,Bought insurance for movie ticket,0
TXN01425,U091,2025-02-21 01:48:27,Entertainment,Silva Group,875.66,Card,Spent on Food weekend outing,0
TXN01426,U091,2025-04-04 21:27:11,Travel,"Woods, Walsh and Brown",390.32,Card,Regular shirt purchase,0
TXN01427,U096,2025-11-04 14:31:13,Food,Clarke and Sons,698.99,UPI,Late-night burger order,1
TXN01428,U081,2025-06-04 05:49:14,Food,Wilson-Ward,1473.95,Card,Gifted movie ticket to friend,0
TXN01429,U062,2025-06-28 15:39:32,Shopping,"Murray, Spencer and Hernandez",741.32,UPI,Purchased movie ticket for daily use,1
TXN01430,U031,2025-06-23 22:58:55,Travel,"Lee, Arnold and Salazar",1110.64,UPI,Regular pizza purchase,0
TXN01431,U008,2025-05-23 06:52:36,Food,"Collins, Hill and Villanueva",902.49,Card,Monthly spend on Shopping,0
TXN01432,U076,2025-01-23 16:56:10,Food,"Stephens, Morrison and Robertson",561.85,UPI,Bought shirt on impulse,1
TXN01433,U052,2025-04-12 19:57:37,Shopping,Silva-Hill,1125.11,Card,Bought extra Bills,0
TXN01434,U024,2025-10-18 21:12:26,Entertainment,Harrison Inc,1538.68,UPI,Drunk ordered shirt,1
TXN01435,U007,2025-05-25 13:35:43,Food,Lucas LLC,837.64,Card,Bought snacks on impulse,0
TXN01436,U098,2025-09-23 21:25:35,Food,Chavez-Stewart,344.2,UPI,Monthly spend on Bills,0
TXN01437,U056,2025-02-28 07:02:40,Shopping,Reed Inc,147.18,UPI,Planned buy: tablet,0
TXN01438,U043,2025-01-30 05:55:02,Bills,Munoz-Zimmerman,334.89,UPI,Invested in earphones,0
TXN01439,U007,2025-05-12 15:55:46,Food,Mason-Young,474.53,Card,Binge spending on Travel,0
TXN01440,U054,2025-08-23 17:47:36,Travel,"Ray, Herman and Maldonado",1542.27,UPI,Extra subscription to Netflix,1
TXN01441,U100,2025-08-03 13:38:59,Medical,Nelson-Ross,162.75,Card,Recharged utility Prime Video,0
